transaction_id,timestamp,store_id,item_id,price,item_name,category,quantity,customer_id_hash,discount_flag,margin_pct
T0007,2023-01-01 18:02:00,STORE_A,EGGS,3.0,Eggs,Dairy,1,CUST140,1,0.35
T0008,2023-01-01 12:54:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST054,0,0.3
T0009,2023-01-01 13:10:00,STORE_B,MILK,3.5,Milk,Dairy,1,CUST099,1,0.3
T0010,2023-01-01 09:45:00,STORE_B,TEA,3.0,Tea,Beverages,1,CUST021,0,0.35
T0010,2023-01-01 09:45:00,STORE_B,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST028,0,0.4
T0011,2023-01-01 08:04:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST054,0,0.25
T0011,2023-01-01 08:04:00,STORE_A,JAM,3.5,Jam,Pantry,1,CUST104,0,0.35
T0011,2023-01-01 08:04:00,STORE_A,TEA,3.0,Tea,Beverages,1,CUST114,1,0.35
T0011,2023-01-01 08:04:00,STORE_A,BUTTER,4.0,Butter,Dairy,1,CUST086,0,0.35
T0012,2023-01-01 20:26:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST066,0,0.25
T0012,2023-01-01 20:26:00,STORE_A,SALAD,6.5,Salad,Prepared,1,CUST191,0,0.25
T0013,2023-01-01 08:57:00,STORE_A,SANDWICH,8.5,Sandwich,Prepared,1,CUST158,0,0.2
T0013,2023-01-01 08:57:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST120,1,0.25
T0013,2023-01-01 08:57:00,STORE_A,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST092,0,0.45
T0013,2023-01-01 08:57:00,STORE_A,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST090,0,0.4
T0013,2023-01-01 08:57:00,STORE_A,BUTTER,4.0,Butter,Dairy,1,CUST117,1,0.35
T0013,2023-01-01 08:57:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST127,1,0.2
T0013,2023-01-01 08:57:00,STORE_A,COFFEE,4.5,Coffee,Beverages,1,CUST129,0,0.4
T0014,2023-01-01 08:46:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST189,0,0.3
T0014,2023-01-01 08:46:00,STORE_A,CEREAL,5.0,Cereal,Breakfast,1,CUST191,0,0.4
T0014,2023-01-01 08:46:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST093,0,0.25
T0015,2023-01-01 13:25:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST147,0,0.3
T0015,2023-01-01 13:25:00,STORE_A,RICE,2.5,Rice,Pantry,1,CUST001,0,0.3
T0015,2023-01-01 13:25:00,STORE_A,CEREAL,5.0,Cereal,Breakfast,1,CUST004,0,0.4
T0015,2023-01-01 13:25:00,STORE_A,BEEF,15.0,Beef,Meat,1,CUST080,0,0.25
T0015,2023-01-01 13:25:00,STORE_A,COFFEE,4.5,Coffee,Beverages,1,CUST128,0,0.4
T0015,2023-01-01 13:25:00,STORE_A,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST084,0,0.45
T0015,2023-01-01 13:25:00,STORE_A,BANANA,0.8,Banana,Produce,1,CUST178,0,0.5
T0015,2023-01-01 13:25:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST033,0,0.2
T0016,2023-01-01 12:42:00,STORE_A,JAM,3.5,Jam,Pantry,1,CUST120,0,0.35
T0016,2023-01-01 12:42:00,STORE_A,CHEESE,6.0,Cheese,Dairy,1,CUST021,0,0.35
T0016,2023-01-01 12:42:00,STORE_A,EGGS,3.0,Eggs,Dairy,1,CUST164,0,0.35
T0016,2023-01-01 12:42:00,STORE_A,SANDWICH,8.5,Sandwich,Prepared,1,CUST152,0,0.2
T0016,2023-01-01 12:42:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST177,0,0.2
T0017,2023-01-02 09:48:00,STORE_A,SALAD,6.5,Salad,Prepared,1,CUST111,0,0.25
T0017,2023-01-02 09:48:00,STORE_A,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST069,1,0.4
T0017,2023-01-02 09:48:00,STORE_A,APPLES,2.5,Apples,Produce,1,CUST025,0,0.45
T0017,2023-01-02 09:48:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST053,0,0.25
T0017,2023-01-02 09:48:00,STORE_A,BANANA,0.8,Banana,Produce,1,CUST057,0,0.5
T0017,2023-01-02 09:48:00,STORE_A,TOMATOES,3.0,Tomatoes,Produce,1,CUST181,0,0.5
T0017,2023-01-02 09:48:00,STORE_A,BEEF,15.0,Beef,Meat,1,CUST167,0,0.25
T0018,2023-01-02 09:04:00,STORE_B,TEA,3.0,Tea,Beverages,1,CUST145,0,0.35
T0018,2023-01-02 09:04:00,STORE_B,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST045,0,0.4
T0018,2023-01-02 09:04:00,STORE_B,MILK,3.5,Milk,Dairy,1,CUST070,0,0.3
T0019,2023-01-02 12:43:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST047,0,0.25
T0019,2023-01-02 12:43:00,STORE_B,SANDWICH,8.5,Sandwich,Prepared,1,CUST118,0,0.2
T0019,2023-01-02 12:43:00,STORE_B,WATER,1.0,Water,Beverages,1,CUST164,0,0.1
T0019,2023-01-02 12:43:00,STORE_B,POTATOES,4.0,Potatoes,Produce,1,CUST020,0,0.4
T0019,2023-01-02 12:43:00,STORE_B,EGGS,3.0,Eggs,Dairy,1,CUST047,1,0.35
T0019,2023-01-02 12:43:00,STORE_B,BUTTER,4.0,Butter,Dairy,1,CUST014,0,0.35
T0020,2023-01-02 08:52:00,STORE_A,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST157,0,0.45
T0020,2023-01-02 08:52:00,STORE_A,COFFEE,4.5,Coffee,Beverages,1,CUST035,0,0.4
T0020,2023-01-02 08:52:00,STORE_A,BANANA,0.8,Banana,Produce,1,CUST082,0,0.5
T0020,2023-01-02 08:52:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST197,0,0.2
T0020,2023-01-02 08:52:00,STORE_A,SALAD,6.5,Salad,Prepared,1,CUST194,0,0.25
T0020,2023-01-02 08:52:00,STORE_A,BUTTER,4.0,Butter,Dairy,1,CUST030,1,0.35
T0021,2023-01-02 18:04:00,STORE_B,TEA,3.0,Tea,Beverages,1,CUST083,0,0.35
T0021,2023-01-02 18:04:00,STORE_B,CEREAL,5.0,Cereal,Breakfast,1,CUST078,0,0.4
T0021,2023-01-02 18:04:00,STORE_B,APPLES,2.5,Apples,Produce,1,CUST001,0,0.45
T0021,2023-01-02 18:04:00,STORE_B,BEEF,15.0,Beef,Meat,1,CUST004,0,0.25
T0021,2023-01-02 18:04:00,STORE_B,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST113,0,0.45
T0021,2023-01-02 18:04:00,STORE_B,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST034,0,0.4
T0021,2023-01-02 18:04:00,STORE_B,SANDWICH,8.5,Sandwich,Prepared,1,CUST072,0,0.2
T0022,2023-01-02 09:33:00,STORE_A,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST179,0,0.45
T0022,2023-01-02 09:33:00,STORE_A,YOGURT,2.5,Yogurt,Dairy,1,CUST052,0,0.35
T0022,2023-01-02 09:33:00,STORE_A,BEEF,15.0,Beef,Meat,1,CUST079,0,0.25
T0022,2023-01-02 09:33:00,STORE_A,TEA,3.0,Tea,Beverages,1,CUST106,0,0.35
T0022,2023-01-02 09:33:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST133,0,0.2
T0022,2023-01-02 09:33:00,STORE_A,PASTA,1.5,Pasta,Pantry,1,CUST138,0,0.35
T0023,2023-01-02 09:16:00,STORE_B,MILK,3.5,Milk,Dairy,1,CUST122,0,0.3
T0023,2023-01-02 09:16:00,STORE_B,CEREAL,5.0,Cereal,Breakfast,1,CUST021,0,0.4
T0023,2023-01-02 09:16:00,STORE_B,JAM,3.5,Jam,Pantry,1,CUST092,0,0.35
T0023,2023-01-02 09:16:00,STORE_B,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST022,0,0.4
T0024,2023-01-02 08:04:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST026,0,0.3
T0024,2023-01-02 08:04:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST121,0,0.25
T0024,2023-01-02 08:04:00,STORE_A,JAM,3.5,Jam,Pantry,1,CUST056,0,0.35
T0025,2023-01-02 20:47:00,STORE_B,MILK,3.5,Milk,Dairy,1,CUST015,0,0.3
T0025,2023-01-02 20:47:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST119,0,0.25
T0025,2023-01-02 20:47:00,STORE_B,BUTTER,4.0,Butter,Dairy,1,CUST039,0,0.35
T0025,2023-01-02 20:47:00,STORE_B,POTATOES,4.0,Potatoes,Produce,1,CUST086,0,0.4
T0025,2023-01-02 20:47:00,STORE_B,COFFEE,4.5,Coffee,Beverages,1,CUST044,0,0.4
T0026,2023-01-02 18:19:00,STORE_A,POTATOES,4.0,Potatoes,Produce,1,CUST181,0,0.4
T0027,2023-01-02 19:05:00,STORE_A,TOMATOES,3.0,Tomatoes,Produce,1,CUST179,0,0.5
T0027,2023-01-02 19:05:00,STORE_A,JAM,3.5,Jam,Pantry,1,CUST133,0,0.35
T0027,2023-01-02 19:05:00,STORE_A,BANANA,0.8,Banana,Produce,1,CUST118,0,0.5
T0027,2023-01-02 19:05:00,STORE_A,SANDWICH,8.5,Sandwich,Prepared,1,CUST020,0,0.2
T0027,2023-01-02 19:05:00,STORE_A,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST047,0,0.4
T0027,2023-01-02 19:05:00,STORE_A,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST142,0,0.4
T0027,2023-01-02 19:05:00,STORE_A,TEA,3.0,Tea,Beverages,1,CUST037,0,0.35
T0028,2023-01-02 20:35:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST078,0,0.25
T0028,2023-01-02 20:35:00,STORE_A,COKE,2.5,Coke,Beverages,1,CUST137,0,0.15
T0028,2023-01-02 20:35:00,STORE_A,YOGURT,2.5,Yogurt,Dairy,1,CUST035,0,0.35
T0028,2023-01-02 20:35:00,STORE_A,WATER,1.0,Water,Beverages,1,CUST064,0,0.1
T0028,2023-01-02 20:35:00,STORE_A,SALAD,6.5,Salad,Prepared,1,CUST064,0,0.25
T0029,2023-01-03 18:13:00,STORE_B,MILK,3.5,Milk,Dairy,1,CUST039,0,0.3
T0029,2023-01-03 18:13:00,STORE_B,SANDWICH,8.5,Sandwich,Prepared,1,CUST134,0,0.2
T0029,2023-01-03 18:13:00,STORE_B,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST179,0,0.45
T0029,2023-01-03 18:13:00,STORE_B,PASTA,1.5,Pasta,Pantry,1,CUST192,0,0.35
T0030,2023-01-03 20:28:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST130,0,0.2
T0031,2023-01-03 12:50:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST127,1,0.25
T0031,2023-01-03 12:50:00,STORE_A,JAM,3.5,Jam,Pantry,1,CUST092,0,0.35
T0031,2023-01-03 12:50:00,STORE_A,COKE,2.5,Coke,Beverages,1,CUST137,0,0.15
T0031,2023-01-03 12:50:00,STORE_A,WATER,1.0,Water,Beverages,1,CUST029,0,0.1
T0032,2023-01-03 08:21:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST162,0,0.25
T0032,2023-01-03 08:21:00,STORE_A,TOMATOES,3.0,Tomatoes,Produce,1,CUST128,0,0.5
T0032,2023-01-03 08:21:00,STORE_A,BANANA,0.8,Banana,Produce,1,CUST108,0,0.5
T0033,2023-01-03 19:23:00,STORE_B,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST029,0,0.4
T0034,2023-01-03 18:29:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST135,0,0.25
T0034,2023-01-03 18:29:00,STORE_A,CHEESE,6.0,Cheese,Dairy,1,CUST065,0,0.35
T0034,2023-01-03 18:29:00,STORE_A,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST067,0,0.4
T0034,2023-01-03 18:29:00,STORE_A,COKE,2.5,Coke,Beverages,1,CUST187,0,0.15
T0034,2023-01-03 18:29:00,STORE_A,BEEF,15.0,Beef,Meat,1,CUST072,0,0.25
T0034,2023-01-03 18:29:00,STORE_A,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST067,0,0.4
T0034,2023-01-03 18:29:00,STORE_A,JAM,3.5,Jam,Pantry,1,CUST092,0,0.35
T0034,2023-01-03 18:29:00,STORE_A,YOGURT,2.5,Yogurt,Dairy,1,CUST162,0,0.35
T0035,2023-01-03 19:31:00,STORE_B,CHEESE,6.0,Cheese,Dairy,1,CUST119,0,0.35
T0035,2023-01-03 19:31:00,STORE_B,YOGURT,2.5,Yogurt,Dairy,1,CUST005,0,0.35
T0035,2023-01-03 19:31:00,STORE_B,APPLES,2.5,Apples,Produce,1,CUST137,0,0.45
T0035,2023-01-03 19:31:00,STORE_B,POTATOES,4.0,Potatoes,Produce,1,CUST172,0,0.4
T0035,2023-01-03 19:31:00,STORE_B,COKE,2.5,Coke,Beverages,1,CUST086,0,0.15
T0035,2023-01-03 19:31:00,STORE_B,PASTA,1.5,Pasta,Pantry,1,CUST081,0,0.35
T0035,2023-01-03 19:31:00,STORE_B,SALAD,6.5,Salad,Prepared,1,CUST120,0,0.25
T0035,2023-01-03 19:31:00,STORE_B,CHICKEN,12.0,Chicken,Meat,1,CUST128,0,0.2
T0036,2023-01-03 09:50:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST022,0,0.3
T0036,2023-01-03 09:50:00,STORE_A,CEREAL,5.0,Cereal,Breakfast,1,CUST004,0,0.4
T0037,2023-01-03 18:44:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST053,0,0.3
T0037,2023-01-03 18:44:00,STORE_A,COKE,2.5,Coke,Beverages,1,CUST173,0,0.15
T0038,2023-01-03 18:27:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST148,1,0.25
T0038,2023-01-03 18:27:00,STORE_B,POTATOES,4.0,Potatoes,Produce,1,CUST081,0,0.4
T0038,2023-01-03 18:27:00,STORE_B,TOMATOES,3.0,Tomatoes,Produce,1,CUST109,0,0.5
T0038,2023-01-03 18:27:00,STORE_B,SALAD,6.5,Salad,Prepared,1,CUST154,0,0.25
T0038,2023-01-03 18:27:00,STORE_B,SANDWICH,8.5,Sandwich,Prepared,1,CUST073,0,0.2
T0038,2023-01-03 18:27:00,STORE_B,CHEESE,6.0,Cheese,Dairy,1,CUST017,1,0.35
T0039,2023-01-03 18:42:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST118,0,0.25
T0039,2023-01-03 18:42:00,STORE_A,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST200,0,0.4
T0039,2023-01-03 18:42:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST089,0,0.2
T0039,2023-01-03 18:42:00,STORE_A,WATER,1.0,Water,Beverages,1,CUST059,0,0.1
T0039,2023-01-03 18:42:00,STORE_A,JAM,3.5,Jam,Pantry,1,CUST109,0,0.35
T0039,2023-01-03 18:42:00,STORE_A,CEREAL,5.0,Cereal,Breakfast,1,CUST032,0,0.4
T0039,2023-01-03 18:42:00,STORE_A,EGGS,3.0,Eggs,Dairy,1,CUST199,0,0.35
T0039,2023-01-03 18:42:00,STORE_A,SALAD,6.5,Salad,Prepared,1,CUST026,0,0.25
T0040,2023-01-03 09:06:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST161,0,0.3
T0040,2023-01-03 09:06:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST170,0,0.25
T0040,2023-01-03 09:06:00,STORE_A,JAM,3.5,Jam,Pantry,1,CUST194,0,0.35
T0040,2023-01-03 09:06:00,STORE_A,SALAD,6.5,Salad,Prepared,1,CUST170,1,0.25
T0040,2023-01-03 09:06:00,STORE_A,WATER,1.0,Water,Beverages,1,CUST013,0,0.1
T0040,2023-01-03 09:06:00,STORE_A,POTATOES,4.0,Potatoes,Produce,1,CUST160,0,0.4
T0041,2023-01-03 12:38:00,STORE_B,MILK,3.5,Milk,Dairy,1,CUST049,0,0.3
T0041,2023-01-03 12:38:00,STORE_B,TOMATOES,3.0,Tomatoes,Produce,1,CUST196,0,0.5
T0041,2023-01-03 12:38:00,STORE_B,TEA,3.0,Tea,Beverages,1,CUST037,0,0.35
T0041,2023-01-03 12:38:00,STORE_B,BEEF,15.0,Beef,Meat,1,CUST171,0,0.25
T0041,2023-01-03 12:38:00,STORE_B,COFFEE,4.5,Coffee,Beverages,1,CUST039,0,0.4
T0041,2023-01-03 12:38:00,STORE_B,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST046,0,0.4
T0042,2023-01-03 19:12:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST117,0,0.3
T0042,2023-01-03 19:12:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST110,0,0.25
T0043,2023-01-03 09:56:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST068,1,0.3
T0043,2023-01-03 09:56:00,STORE_A,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST098,0,0.4
T0044,2023-01-03 12:58:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST062,0,0.25
T0044,2023-01-03 12:58:00,STORE_A,CEREAL,5.0,Cereal,Breakfast,1,CUST186,0,0.4
T0044,2023-01-03 12:58:00,STORE_A,SALAD,6.5,Salad,Prepared,1,CUST040,0,0.25
T0044,2023-01-03 12:58:00,STORE_A,PASTA,1.5,Pasta,Pantry,1,CUST091,0,0.35
T0045,2023-01-03 08:05:00,STORE_B,WATER,1.0,Water,Beverages,1,CUST002,1,0.1
T0045,2023-01-03 08:05:00,STORE_B,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST012,0,0.4
T0045,2023-01-03 08:05:00,STORE_B,COKE,2.5,Coke,Beverages,1,CUST013,1,0.15
T0045,2023-01-03 08:05:00,STORE_B,TEA,3.0,Tea,Beverages,1,CUST113,0,0.35
T0045,2023-01-03 08:05:00,STORE_B,TOMATOES,3.0,Tomatoes,Produce,1,CUST104,0,0.5
T0045,2023-01-03 08:05:00,STORE_B,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST188,0,0.45
T0045,2023-01-03 08:05:00,STORE_B,APPLES,2.5,Apples,Produce,1,CUST109,1,0.45
T0045,2023-01-03 08:05:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST070,0,0.25
T0046,2023-01-04 09:40:00,STORE_B,PASTA,1.5,Pasta,Pantry,1,CUST007,0,0.35
T0046,2023-01-04 09:40:00,STORE_B,POTATOES,4.0,Potatoes,Produce,1,CUST033,1,0.4
T0046,2023-01-04 09:40:00,STORE_B,CHICKEN,12.0,Chicken,Meat,1,CUST079,0,0.2
T0046,2023-01-04 09:40:00,STORE_B,COFFEE,4.5,Coffee,Beverages,1,CUST058,0,0.4
T0046,2023-01-04 09:40:00,STORE_B,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST174,1,0.45
T0046,2023-01-04 09:40:00,STORE_B,BANANA,0.8,Banana,Produce,1,CUST004,0,0.5
T0046,2023-01-04 09:40:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST141,0,0.25
T0046,2023-01-04 09:40:00,STORE_B,BUTTER,4.0,Butter,Dairy,1,CUST015,0,0.35
T0047,2023-01-04 18:10:00,STORE_B,BANANA,0.8,Banana,Produce,1,CUST024,0,0.5
T0047,2023-01-04 18:10:00,STORE_B,WATER,1.0,Water,Beverages,1,CUST015,0,0.1
T0047,2023-01-04 18:10:00,STORE_B,BEEF,15.0,Beef,Meat,1,CUST027,0,0.25
T0047,2023-01-04 18:10:00,STORE_B,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST174,0,0.4
T0048,2023-01-04 18:52:00,STORE_A,BEEF,15.0,Beef,Meat,1,CUST064,0,0.25
T0048,2023-01-04 18:52:00,STORE_A,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST072,0,0.4
T0048,2023-01-04 18:52:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST064,0,0.25
T0048,2023-01-04 18:52:00,STORE_A,SANDWICH,8.5,Sandwich,Prepared,1,CUST095,0,0.2
T0048,2023-01-04 18:52:00,STORE_A,EGGS,3.0,Eggs,Dairy,1,CUST011,0,0.35
T0048,2023-01-04 18:52:00,STORE_A,POTATOES,4.0,Potatoes,Produce,1,CUST033,0,0.4
T0048,2023-01-04 18:52:00,STORE_A,WATER,1.0,Water,Beverages,1,CUST169,0,0.1
T0048,2023-01-04 18:52:00,STORE_A,APPLES,2.5,Apples,Produce,1,CUST179,1,0.45
T0049,2023-01-04 08:11:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST161,0,0.25
T0049,2023-01-04 08:11:00,STORE_A,JAM,3.5,Jam,Pantry,1,CUST160,0,0.35
T0050,2023-01-04 08:01:00,STORE_B,MILK,3.5,Milk,Dairy,1,CUST194,0,0.3
T0050,2023-01-04 08:01:00,STORE_B,CEREAL,5.0,Cereal,Breakfast,1,CUST090,0,0.4
T0050,2023-01-04 08:01:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST143,0,0.25
T0050,2023-01-04 08:01:00,STORE_B,JAM,3.5,Jam,Pantry,1,CUST119,0,0.35
T0051,2023-01-04 12:02:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST087,1,0.3
T0051,2023-01-04 12:02:00,STORE_A,BREAD,2.0,Bread,Bakery,1,CUST025,0,0.25
T0051,2023-01-04 12:02:00,STORE_A,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST122,0,0.4
T0052,2023-01-04 19:35:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST037,0,0.3
T0052,2023-01-04 19:35:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST108,0,0.2
T0052,2023-01-04 19:35:00,STORE_A,TOMATOES,3.0,Tomatoes,Produce,1,CUST188,0,0.5
T0052,2023-01-04 19:35:00,STORE_A,BUTTER,4.0,Butter,Dairy,1,CUST177,1,0.35
T0052,2023-01-04 19:35:00,STORE_A,COKE,2.5,Coke,Beverages,1,CUST105,0,0.15
T0053,2023-01-04 18:33:00,STORE_A,COKE,2.5,Coke,Beverages,1,CUST069,0,0.15
T0053,2023-01-04 18:33:00,STORE_A,TEA,3.0,Tea,Beverages,1,CUST041,1,0.35
T0053,2023-01-04 18:33:00,STORE_A,TOMATOES,3.0,Tomatoes,Produce,1,CUST060,0,0.5
T0053,2023-01-04 18:33:00,STORE_A,YOGURT,2.5,Yogurt,Dairy,1,CUST014,0,0.35
T0053,2023-01-04 18:33:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST084,0,0.2
T0053,2023-01-04 18:33:00,STORE_A,SANDWICH,8.5,Sandwich,Prepared,1,CUST070,0,0.2
T0053,2023-01-04 18:33:00,STORE_A,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST089,0,0.45
T0053,2023-01-04 18:33:00,STORE_A,POTATOES,4.0,Potatoes,Produce,1,CUST066,0,0.4
T0054,2023-01-04 18:00:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST165,0,0.25
T0054,2023-01-04 18:00:00,STORE_B,COFFEE,4.5,Coffee,Beverages,1,CUST120,0,0.4
T0054,2023-01-04 18:00:00,STORE_B,JAM,3.5,Jam,Pantry,1,CUST156,0,0.35
T0054,2023-01-04 18:00:00,STORE_B,COKE,2.5,Coke,Beverages,1,CUST134,0,0.15
T0054,2023-01-04 18:00:00,STORE_B,BANANA,0.8,Banana,Produce,1,CUST189,0,0.5
